GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06
310M300US15980,15980,"Cape Coral-Fort Myers, FL Metro Area",24360,1195,42275,1604,64971,2191,101204,2029,193214,14796
310M300US16020,16020,"Cape Girardeau, MO-IL Metro Area",20435,2647,39465,3842,58333,4509,88391,6295,171832,35744
310M300US16060,16060,"Carbondale-Marion, IL Metro Area",15605,2519,32097,2900,53398,5868,86819,6494,151236,10846
310M300US16180,16180,"Carson City, NV Metro Area",22546,4866,40266,7141,61364,5298,95301,9231,149818,23104
310M300US16220,16220,"Casper, WY Metro Area",26899,2132,43586,4504,70468,2720,107129,9395,174669,23898
310M300US16300,16300,"Cedar Rapids, IA Metro Area",29561,1771,50744,2409,78340,3245,112796,4507,199780,13985
310M300US16540,16540,"Chambersburg-Waynesboro, PA Metro Area",30316,2018,49698,3364,71242,3856,104485,5550,171506,9454
310M300US16580,16580,"Champaign-Urbana, IL Metro Area",18641,2870,38469,2771,64239,4434,106725,5507,185985,20277
310M300US16620,16620,"Charleston, WV Metro Area",15778,1177,32362,2270,54985,3133,87973,4107,161251,17712
310M300US16700,16700,"Charleston-North Charleston, SC Metro Area",24018,1499,45968,1625,71297,1812,114462,3270,210376,14185
310M300US16740,16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",26125,551,47521,1012,73493,1401,116179,2164,217811,5760
310M300US16820,16820,"Charlottesville, VA Metro Area",27292,3267,50586,2814,77784,6206,123704,5727,234745,25060
310M300US16860,16860,"Chattanooga, TN-GA Metro Area",20474,1025,36518,1440,59747,2210,98169,3653,182214,10104
310M300US16940,16940,"Cheyenne, WY Metro Area",26979,3634,52419,2945,73560,5473,107145,9238,170444,8734
310M300US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",25921,380,51272,369,82846,797,131329,1004,245949,3969
310M300US17020,17020,"Chico, CA Metro Area",17683,1676,33948,2706,58532,3949,97802,5470,181052,17671
